"id_reac","smiles","description","solvent","catalyst","temperature"
"US039857271","[C:1]([NH:4][C@H:5]1[C@@H:12]([OH:13])[C@@H:11]([CH2:14][OH:15])[O:10][C@@H:7]([O:8][CH3:9])[C@@H:6]1[OH:16])(=[O:3])[CH3:2].[O-2].[Ba+2].[OH-].[Ba+2].[OH-].[CH2:22](Br)[C:23]1[CH:28]=[CH:27][CH:26]=[CH:25][CH:24]=1>CN(C=O)C>[C:1]([NH:4][C@H:5]1[C@@H:12]([O:13][CH2:22][C:23]2[CH:28]=[CH:27][CH:26]=[CH:25][CH:24]=2)[C@@H:11]([CH2:14][O:15][CH2:22][C:23]2[CH:28]=[CH:27][CH:26]=[CH:25][CH:24]=2)[O:10][C@@H:7]([O:8][CH3:9])[C@@H:6]1[O:16][CH2:22][C:23]1[CH:28]=[CH:27][CH:26]=[CH:25][CH:24]=1)(=[O:3])[CH3:2] |f:1.2,3.4.5|","Dissolve 15 g. of methyl 3-acetamido-3-deoxy-β-D-galactopyranoside in DMF (300 ml.). To the solution add barium oxide (111 g.) and barium hydroxide (51 g.) and cool to 0°. With rapid stirring add benzyl bromide (150 ml.) dropwise. Allow the mixture to stir for a further 4 hours at 0° and then 16 hours at room temperature. Dilute the reaction mixture with 750 ml. of chloroform and filter. Concentrate the filtrate at 60° in vacuo to a yellow syrup, and extract this syrup with 500 ml of ethyl acetate. Filter the extract and concentrate in vacuo to a residue. Dissolve the residue in chloroform (200 ml.), wash the solution with 3 × 100 ml. of water then dry the chloroform phase over MgSO4. Remove the MgSO4 by filtration, then add hexane to the filtrate till crystals appear. After standing to complete the crystallization, filter off the product and dry to obtain methyl 3-acetamido-3-deoxy-2,4,6-tri-O-benzyl-β-D-galactopyranoside, 29.53 g. m.p. 147°-151°, [α d26 +52.5°.","CN(C)C=O","",""
"US039857272","C(O[CH:5]1[O:26][C@H:25]([CH2:27][O:28][CH2:29][C:30]2[CH:35]=[CH:34][CH:33]=[CH:32][CH:31]=2)[C@H:16]([O:17][CH2:18][C:19]2[CH:24]=[CH:23][CH:22]=[CH:21][CH:20]=2)[C@H:15]([NH:36][C:37](=[O:39])[CH3:38])[C@H:6]1[O:7][CH2:8][C:9]1[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=1)(=O)C.Cl.C([Cl:44])(=O)C>O1CCOCC1>[C:37]([NH:36][C@H:15]1[C@@H:16]([O:17][CH2:18][C:19]2[CH:20]=[CH:21][CH:22]=[CH:23][CH:24]=2)[C@@H:25]([CH2:27][O:28][CH2:29][C:30]2[CH:35]=[CH:34][CH:33]=[CH:32][CH:31]=2)[O:26][C@H:5]([Cl:44])[C@@H:6]1[O:7][CH2:8][C:9]1[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=1)(=[O:39])[CH3:38]","Dissolve 1.5 g. of 3-acetamido-3-deoxy-2,4,6-tri-O-benzyl-D-galactopyranosyl acetate in 75 ml. of dioxane containing 4% by weight of hydrogen chloride and add 35 ml. of acetyl chloride to the solution. Allow the mixture to stand in a dry nitrogen atmosphere for 16 hours at 40°. Evaporate the mixture to dryness in vacuo to a syrup. Repeatedly co-distil this residue with dry toluene until all hydrogen chloride is removed. Crystallize the resultant residue with hexane to obtain the title product of this example. Yield 1.1 g., m.p. 158°-159° (decomp.), [α]D26 + 169.9°.","O1CCOCC1","",""
"US039857273","[C:1]([NH:4][C@H:5]1[C@@H:12]([O:13][CH2:14][C:15]2[CH:20]=[CH:19][CH:18]=[CH:17][CH:16]=2)[C@@H:11]([CH2:21][O:22][CH2:23][C:24]2[CH:29]=[CH:28][CH:27]=[CH:26][CH:25]=2)[O:10][C@@H:7]([O:8][CH3:9])[C@@H:6]1[O:30][CH2:31][C:32]1[CH:37]=[CH:36][CH:35]=[CH:34][CH:33]=1)(=[O:3])[CH3:2].[H-].[Na+].[CH3:40]I>CN(C=O)C>[CH3:40][N:4]([C@H:5]1[C@@H:12]([O:13][CH2:14][C:15]2[CH:20]=[CH:19][CH:18]=[CH:17][CH:16]=2)[C@@H:11]([CH2:21][O:22][CH2:23][C:24]2[CH:25]=[CH:26][CH:27]=[CH:28][CH:29]=2)[O:10][C@@H:7]([O:8][CH3:9])[C@@H:6]1[O:30][CH2:31][C:32]1[CH:33]=[CH:34][CH:35]=[CH:36][CH:37]=1)[C:1](=[O:3])[CH3:2] |f:1.2|","Dissolve methyl 3-acetamido-3-deoxy-2,4,6-tri-O-benzyl-β-D-galactopyranoside (5.05 g.) in dry DMF (100 ml.). With stirring in an atomsphere of dry nitrogen add 0.25 g. of sodium hydride and allow the mixture to stir for 1 hour. Add methyl iodide (2.0 g.) and continue stirring at room temperature for 16 hours. Evaporate the mixture in vacuo to ca 10 ml. then dilute with chloroform. Cautiously add water and shake, separate the layers and re-extract the chloroform layer 3 times with water. Dry the chloroform solution and evaporate to 50 ml. Add hexane to precipitate the title product of this example. Yield ca 4.7 g.","CN(C)C=O","",""
"US039857311","P(Cl)(Cl)(Cl)(Cl)[Cl:2].[N:7]([C:9]1[CH:18]=[CH:17][C:16]2[C:11](=[CH:12][CH:13]=[CH:14][CH:15]=2)[C:10]=1[OH:19])=O>CCCCCC>[Cl:2][C:10]([C:11]1[CH:12]=[CH:13][CH:14]=[CH:15][C:16]=1/[CH:17]=[CH:18]\[C:9]#[N:7])=[O:19]","To a rapidly stirring suspension of phosphorus pentachloride (197.5 g) in dry hexane (3.5 liters) is added 167.0 g (0.964 mole) of 2-nitroso-1-naphthol. The mixture is stirred at room temperature for 1 hour after which it is refluxed for 1 hour, cooled slightly and decanted while hot. The residue is boiled with hexane (3.0 liters) for another hour after which the solution is decanted and combined with the first hexane extract. It is evaporated down to dryness. Yield: 200.0 g (crude). This residue is extracted with hexane (2.0 liters), the hexane decanted, cooled, and the resultant crystals are filtered off. The filtrate is used to reestract additional compound from the above residue (the reextraction being repeated four times) with cooling and filtering of the crystals obtained each time. Yield: 79.0 g (42.5%), mp=72°-74°.","CCCCCC","",""
"US039857312","Cl[C:2]([C:4]1[CH:13]=[CH:12][CH:11]=[CH:10][C:5]=1/[CH:6]=[CH:7]\[C:8]#[N:9])=[O:3].[O:14]1CCOCC1>CC(C)=O>[OH:14][C:8]1[CH:7]=[CH:6][C:5]2[CH:10]=[CH:11][CH:12]=[CH:13][C:4]=2[C:2](=[O:3])[N:9]=1","59.0 g (0.308 mole) of (I) is taken up in dry dioxane (800 ml) and purged with HCl gas at 70° for 5 hours. Solvent is removed, the residue is azeotropically distilled three times with benzene and the residue taken up in dimethoxyethane (200 ml) and water (22 ml). After standing overnight at room temperature, the reaction mixture is evaporated to dryness, taken up in ethyl acetate (1.5 liters) and washed twice with saturated NaHCO3 solution (630 ml portions). The NaHCO3 phase is back-washed with ethyl acetate (1.0 liter), the organic extracts are combined and washed 3 times with 500 ml portions of water. The organic layer is evaporated. The solid obtained is taken up in acetone (1.0 liter), charcoaled and evaporated. The product is recrystallized from benzene (500 ml) and petroleum ether (650 ml). Yield: 20.7 g, percent yield: 36.9%, single spot, Rf 0.30 (alumina, CHCl3 :EtOAc-6:4). mp=129°-131° (crude); mp on recrystallization: 135°-136°.","CC(=O)C","",""
"US039857313","[Cl:1][C:2]1[CH:14]=[CH:13][C:5]([C:6]([CH2:8][CH2:9]C(O)=O)=O)=[CH:4][CH:3]=1.[OH-:15].[K+].NN.Cl.[CH2:20]([OH:23])CO>O>[Cl:1][C:2]1[CH:3]=[CH:4][C:5]([CH:6]([CH2:8][CH3:9])[C:20]([OH:23])=[O:15])=[CH:13][CH:14]=1 |f:1.2|","A 5-liter, 3-neck flask is charged with 400 g (1.9 moles) of (I), 350 g potassium hydroxide, 2.47 liters of ethylene glycol and 155 g of 95% hydrazine diluted to 250 ml with water. The mixture is refluxed for 1.5 hours, after which the water is drained from the condenser and the internal temperature of the reaction mixture is allowed to rise to 190°. Refluxing is then continued for another 4 hours. The cooled solution is diluted with 2.5 liters of water and poured slowly into 2.0 liters of 6N hydrochloric acid. The precipitate is filtered and air-dried. Yield: 332.5 g, 88.1%, mp 54°-57°.","O","",""
"US039857316","P(Cl)(Cl)(Cl)(Cl)[Cl:2].[Cl:7][C:8]1[CH:17]=[C:16]2[C:11]([CH:12]=[CH:13][C:14]([N:19]=O)=[C:15]2[OH:18])=[CH:10][CH:9]=1>CCCCCC>[Cl:7][C:8]1[CH:9]=[CH:10][C:11](/[CH:12]=[CH:13]\[C:14]#[N:19])=[C:16]([C:15]([Cl:2])=[O:18])[CH:17]=1","To a rapidly stirring suspension of phosphorus pentachloride (150.0 g) in dry hexane (2.6 liters) is added 156.4 g (0.72 mole) of 7-chloro-2-nitroso-1-naphthol (VI). The mixture is stirred at room temperature for 1 hour after which it is refluxed for 2 hours. The hexane solution is decanted while hot, 2.0 liters of dry hexane are added to the residue in the flask, and refluxed for another hour. The hexane solution is decanted, combined with the first hexane extract and evaporated to dryness. Yield: 100 g, semi-solid dark brown residue. The crude product is extracted with 2.0 liters of hot dry hexane. The hot supernatant solution is decanted from the tarry residue at the bottom of the flask, concentrated to a volume of 700 ml and cooled in an ice bath. Repeated extractions of the original residue and tarry material are done with a total of 3.0 liters of hexane. All of the extracts are concentrated, cooled in an ice bath, and the product filtered off and dried. Total yield: 51.1 g (31.4%), mp 71°-74°.","CCCCCC","",""
"US039857317","P(Cl)(Cl)(Cl)(Cl)[Cl:2].[Cl:7][C:8]1[CH:9]=[C:10]2[C:15](=[CH:16][CH:17]=1)[C:14]([OH:18])=[C:13]([N:19]=O)[CH:12]=[CH:11]2>CCCCCC>[Cl:7][C:8]1[CH:17]=[CH:16][C:15]([C:14]([Cl:2])=[O:18])=[C:10]([CH:9]=1)/[CH:11]=[CH:12]\[C:13]#[N:19]","To a rapidly stirring suspension of phosphorus pentachloride, 68.0 g, 0.326 mole in dry hexane (1.6 liters) is added 78.03 g (0.322 mole) of 6-chloro-2-nitroso-1-naphthol (I). The mixture is stirred at room temperature for 3 hours, the refluxed for 2 hours. The warm solution is then decanted and the residue in the reaction vessel refluxed for another hour with 1.0 liter of dry hexane. The hexane extracts are combined and evaporated to dryness. Yield: 75.0 g semi-solid brown residue. This crude product is recrystallized by taking it up in 2.0 liters of hot hexane, evaporating the solution down to a minimum volume (ca 300 ml) and cooling in an ice-water bath. Yield 31.0 g (42.59%).","CCCCCC","",""
"US039857392","CC(O[CH2:5][C:6]1[CH2:15][S:14][C@@H:9]2[C@H:10]([NH2:13])[C:11](=[O:12])[N:8]2[C:7]=1[C:16]([OH:18])=[O:17])=O.[SH:19][C:20]1[N:24]([CH3:25])[CH:23]=[N:22][N:21]=1>>[NH2:13][CH:10]1[C:11](=[O:12])[N:8]2[C:7]([C:16]([OH:18])=[O:17])=[C:6]([CH2:5][S:19][C:20]3[N:24]([CH3:25])[CH:23]=[N:22][N:21]=3)[CH2:15][S:14][C@H:9]12","7-Amino-3-(4-methyl-1,2,4-triazol-3-ylthiomethyl)-3-cephem-4-carboxylic acid was prepared from 7-ACA and 3-mercapto-4-methyl-1,2,4-triazole according to the first paragraph of Example 1.","C(=O)(O)[O-].[Na+]","",""
"US039857372","O(CC([NH:11][CH:12]1[C:33](=[O:34])[N:14]2[CH:15]([C:20]([O:22][CH2:23][C:24]3[CH:29]=[CH:28][C:27]([N+:30]([O-:32])=[O:31])=[CH:26][CH:25]=3)=[O:21])[C:16](=[CH2:19])[CH2:17][S:18][C@H:13]12)=O)C1C=CC=CC=1.C(Cl)[Cl:36].N1C=CC=CC=1.P(Cl)(Cl)(Cl)(Cl)Cl>C(O)C(C)C>[ClH:36].[NH2:11][CH:12]1[C:33](=[O:34])[N:14]2[CH:15]([C:20]([O:22][CH2:23][C:24]3[CH:25]=[CH:26][C:27]([N+:30]([O-:32])=[O:31])=[CH:28][CH:29]=3)=[O:21])[C:16](=[CH2:19])[CH2:17][S:18][C@H:13]12 |f:5.6|","To a solution of 965 mg. (2 mmole) of p-nitrobenzyl 7-phenoxyacetamido-3-methylenecepham-4-carboxylate in 10 ml. of methylene chloride were added 175 mg. of dry pyridine and 460 mg. of phosphorus pentachloride and the mixture was stirred at room temperature for 6 hours. One ml. of isobutanol was added to the mixture which was then stored at 0° C. overnight. The reaction product, p-nitrobenzyl 7-amino-3-methylenecepham-4-carboxylate hydrochloride, which formed as a crystalline precipitate was filtered to yield 430 mg. (58 per cent yield).","C(C(C)C)O","",""
"US039857373","Cl.[NH2:2][CH:3]1[C:24](=[O:25])[N:5]2[C:6]([C:11]([O:13][CH2:14][C:15]3[CH:20]=[CH:19][C:18]([N+:21]([O-:23])=[O:22])=[CH:17][CH:16]=3)=[O:12])=[C:7]([OH:10])[CH2:8][S:9][C@H:4]12.C(N(CC)CC)C.NC(N)=O.[S:37]1[CH:41]=[CH:40][CH:39]=[C:38]1[CH2:42][C:43](Cl)=[O:44]>CC(C)=O>[S:37]1[CH:41]=[CH:40][CH:39]=[C:38]1[CH2:42][C:43]([NH:2][CH:3]1[C:24](=[O:25])[N:5]2[C:6]([C:11]([O:13][CH2:14][C:15]3[CH:16]=[CH:17][C:18]([N+:21]([O-:23])=[O:22])=[CH:19][CH:20]=3)=[O:12])=[C:7]([OH:10])[CH2:8][S:9][C@H:4]12)=[O:44] |f:0.1|","to a solution of 1.55 g. of p-nitrobenzyl 7-amino-3-hydroxy-3-cephem-4-carboxylate hydrochloride in 30 ml. of acetone containing 364 mg. (0.5 ml., 3.6 mmole) of triethylamine was added 962 mg. of urea. With stirring at room temperature, a solution of 730 mg. (4.4 mmole) of 2-thiophene acetyl chloride in 20 ml. of acetone was added dropwise to the mixture. After 2.5 hours the reaction mixture was filtered and evaporated. The residue was dissolved in ethyl acetate and the solution was washed successively with water, a 5 percent solution of sodium bicarbonate, 5 percent hydrochloric acid, and a saturated solution of sodium chloride. The washed solution was dried and then was concentrated by evaporation in vacuo to yield 1.2 g. of the reaction product as a crystalline residue. The product was recrystallized from ethyl acetate to yield pure p-nitrobenzyl 7-[2-(2-thienyl)acetamido]-3-hydroxy-3-cephem-4-carboxylate having the following spectral properties.","CC(=O)C","",""
"US039857374","[S:1]1[CH:5]=[CH:4][CH:3]=[C:2]1[CH2:6][C:7]([NH:9][CH:10]1[C:31](=[O:32])[N:12]2[C:13]([C:18]([O:20][CH2:21][C:22]3[CH:27]=[CH:26][C:25]([N+:28]([O-:30])=[O:29])=[CH:24][CH:23]=3)=[O:19])=[C:14]([OH:17])[CH2:15][S:16][C@H:11]12)=[O:8].CC(N(C)C)=O.C1OC1C.[CH2:43]([S:45](Cl)(=[O:47])=[O:46])[CH3:44]>C(OCC)(=O)C>[S:1]1[CH:5]=[CH:4][CH:3]=[C:2]1[CH2:6][C:7]([NH:9][CH:10]1[C:31](=[O:32])[N:12]2[C:13]([C:18]([O:20][CH2:21][C:22]3[CH:27]=[CH:26][C:25]([N+:28]([O-:30])=[O:29])=[CH:24][CH:23]=3)=[O:19])=[C:14]([O:17][S:45]([CH2:43][CH3:44])(=[O:47])=[O:46])[CH2:15][S:16][C@H:11]12)=[O:8]","By following the procedure described by Example 4, 4.7 g. (10 mmole) of p-nitrobenzyl 7-[2-(2-thienyl)acetamido]-3-hydroxy-3-cephem-4-carboxylate was reacted for about 3 hours in 50 ml. of dimethylacetamide containing about 2 ml. of propylene oxide with a stoichiometric amount of ethanesulfonyl chloride. The reaction mixture was dissolved in ethyl acetate and the solution washed with a saturated solution of sodium chloride. The organic phase was dried and evaporated to dryness to provide the reaction product. The product was purified by preparative thin layer chromatography on silica gel by employing 65 percent ethyl acetate/hexane for development. The purified product, p-nitrobenzyl 7-[2-(2-thienyl)acetamido]-3-ethylsulfonyloxy-3-cephem-4-carboxylate, gave the following percent elemental composition on microanalysis for the formula C22H21N3O9S3 :","C(C)(=O)OCC","",""
"US039857375","S1C=CC=C1CC(NC1C(=O)N2C(C(OCC3C=CC([N+]([O-])=O)=CC=3)=O)=C(O)CS[C@H]12)=O.FC1C=CC(S(Cl)(=O)=O)=CC=1.C1OC1C.[S:48]1[CH:52]=[CH:51][CH:50]=[C:49]1[CH2:53][C:54]([NH:56][CH:57]1[C:88](=[O:89])[N:59]2[C:60]([C:75]([O:77]CC3C=CC([N+]([O-])=O)=CC=3)=[O:76])=[C:61]([O:64][S:65]([C:68]3[CH:73]=[CH:72][C:71]([F:74])=[CH:70][CH:69]=3)(=[O:67])=[O:66])[CH2:62][S:63][C@H:58]12)=[O:55]>CC(N(C)C)=O.CO.C1COCC1.[Pd]>[S:48]1[CH:52]=[CH:51][CH:50]=[C:49]1[CH2:53][C:54]([NH:56][CH:57]1[C:88](=[O:89])[N:59]2[C:60]([C:75]([OH:77])=[O:76])=[C:61]([O:64][S:65]([C:68]3[CH:73]=[CH:72][C:71]([F:74])=[CH:70][CH:69]=3)(=[O:67])=[O:66])[CH2:62][S:63][C@H:58]12)=[O:55] |f:5.6|","By following the sulfonation and de-esterification procedures described in Example 4 p-nitrobenzyl 7-[2-(2-thienyl)acetamido]-3-hydroxy-3-cephem-4-carboxylate was reacted with 4-fluorobenzenesulfonyl chloride in DMAC in the presence of propylene oxide and the recovered sulfonation product, p-nitrobenzyl 7-[2-(2-thienyl)acetamido]-3-(4-fluorobenzenesulfonyloxy)-3-cephem-4-carboxylate was hydrogenated in methanol-THF over prereduced 5 percent palladium on carbon catalyst to provide the product, 7-[2-(2-thienyl)acetamido]-3-(4-fluorobenzenesulfonyloxy)-3-cephem-4-carboxylic acid.","CO.C1CCOC1","",""
"US039857302","[CH2:1]([N:3]1[C:9]2[CH:10]=[CH:11][CH:12]=[CH:13][C:8]=2[C:7]([C:14]#[N:15])=[CH:6][C:5]2[CH:16]=[CH:17][CH:18]=[CH:19][C:4]1=2)[CH3:2].[B-].[Na+]>C(O)C>[CH2:1]([N:3]1[C:9]2[CH:10]=[CH:11][CH:12]=[CH:13][C:8]=2[CH:7]([C:14]#[N:15])[CH2:6][C:5]2[CH:16]=[CH:17][CH:18]=[CH:19][C:4]1=2)[CH3:2] |f:1.2|","To a solution of approximately 49 parts of 5-ethyl-5H-dibenz[b,f]azepine-10-carbonitrile in 1,600 parts of absolute ethanol at 70°-75° is added, portionwise with stirring, 76 parts of sodium tetrahydroborate (1-). When the addition is conplete, the reaction mixture is maintained at 70°-75° with stirring for a further 1 1/2 hours, whereupon it is cooled and solvent is then removed by vacuum distillation. Approximately 2,000 parts of water is mixed with the residue. Insoluble solids are filtered out, washed on the filter with water, dried in air, and recrystallized from ethanol to give 5-ethyl-10,11-dihydro-5H-dibenz[b,f]azepine-10-carbonitrile as a yellow solid melting at 127°-129°.","C(C)O","",""
"US039857306","[CH3:1][N:2]([CH3:25])[CH2:3][CH2:4][CH2:5][C:6]1([C:23]#[N:24])[C:12]2[CH:13]=[CH:14][CH:15]=[CH:16][C:11]=2[N:10]([CH2:17][CH3:18])[C:9]2[CH:19]=[CH:20][CH:21]=[CH:22][C:8]=2[CH2:7]1.[ClH:26]>CC(O)C>[ClH:26].[CH3:25][N:2]([CH3:1])[CH2:3][CH2:4][CH2:5][C:6]1([C:23]#[N:24])[C:12]2[CH:13]=[CH:14][CH:15]=[CH:16][C:11]=2[N:10]([CH2:17][CH3:18])[C:9]2[CH:19]=[CH:20][CH:21]=[CH:22][C:8]=2[CH2:7]1 |f:3.4|","Approximately 5 parts of 10-[3-(dimethylamino)propyl]-5-ethyl-10,11-dihydro-5H-dibenz[b,f]azepine-10-carbonitrile is dissolved in minimal 2-propanol and the solution made acid with 20% hydrogen chloride in 2-propanol. A white solid precipitates. Sufficient anhydrous ether is added to insure completion of precipitation, whereupon the solids are filtered out, washed with anhydrous ether, dried in air, and recrystallized from a mixture of absolute ethanol and anhydrous ether to give 10-[3-(dimethylamino)propyl]-5-ethyl-10,11-dihydro-5H-dibenz[b,f]azepine-10-carbonitrile hydrochloride which, dried in vacuo, melts at 220.5°-222°.","CC(C)O","",""
"US039857461","C1(C)C=CC(S(O)(=O)=O)=CC=1.[CH:12]([O:25][C:26]([C:28]1[N:33]2[C:34](=[O:37])[CH:35]([NH2:36])[C@H:32]2[S:31][CH2:30][C:29]=1[OH:38])=[O:27])([C:19]1[CH:24]=[CH:23][CH:22]=[CH:21][CH:20]=1)[C:13]1[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=1.[C:39]([CH2:41][CH2:42][C:43](Cl)=[S:44])#[N:40].C(N(CC)CC)C>C(Cl)Cl>[CH:12]([O:25][C:26]([C:28]1[N:33]2[C:34](=[O:37])[CH:35]([NH:36][C:43](=[S:44])[CH2:42][CH2:41][C:39]#[N:40])[C@H:32]2[S:31][CH2:30][C:29]=1[OH:38])=[O:27])([C:19]1[CH:20]=[CH:21][CH:22]=[CH:23][CH:24]=1)[C:13]1[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=1 |f:0.1|","7-Amino-3-cephem-3ol-4-carboxylic acid benzhydryl ester p-toluenesulfonate salt [Helv. Chim. Acta 57, 1919 (1974)], (242 mg.) is dissolved in methylene chloride (5 ml.), cooled in an ice bath, and cyanomethylthioacetyl chloride (68 mg.) in methylene chloride (3 ml.) is added, followed by 125 μl of triethylamine. The mixture is stirred for 3.5 hours at 0°-5° and then is allowed to stand overnight in the refrigerator. After diluting with methylene chloride, the reaction mixture is washed with water, then with pH 4 buffer, and dried (Na2SO4). Solvent is removed in vacuo yielding the desired product as a oil (204 mg.); NMR (CDCl3, δ) 3.33 (m,CH2), 3.45 (s, NCCH2SCH2 --) 5.05 (d, J=4.5 Hz, H6), 5.65 (q. J=4.5, 9Hz, H7), 6.93 (s,CHφ2), 7.33 (s, aromatic H's), 7.80 (d, J=9Hz, NH); νmax (CH2Cl2) 3380, 3310, 2225, 1785, 1735, 1690 cm-1.","C(Cl)Cl","",""
"US039857462","[C:1]([CH2:3][CH2:4][C:5]([NH:7][CH:8]1[C:20](=[O:21])[N:10]2[C:11]([C:17]([OH:19])=[O:18])=[C:12]([O:15][CH3:16])[CH2:13][S:14][C@H:9]12)=[S:6])#[N:2].CO.C(OCC)(=O)CCCCC.[K].[K+:35].[Br-]>CCOCC>[K+:35].[C:1]([CH2:3][CH2:4][C:5]([NH:7][CH:8]1[C:20](=[O:21])[N:10]2[C:11]([C:17]([O-:19])=[O:18])=[C:12]([O:15][CH3:16])[CH2:13][S:14][C@H:9]12)=[S:6])#[N:2] |f:2.3,4.5,7.8,^1:33|","7-Cyanomethylthioacetamido-3-methoxy-3-cephem-4-carboxylic acid (35 mg.) is dissolved in 1 ml. of methanol and 50 μ l of 2.5 M potassium 2-ethyl hexanoate is added. Addition of ether causes precipitation of a very hygroscopic solid. All solvent is removed in vacuo from the mixture and the residue is solidified by the addition of acetonitrile. The desired potassium salt is collected by filtration and dried yielding 19 mg; NMR (DMSO d6 δ) 3.43 (m, CH2),3.52 (s, NCCH2SCH2CO--) 3.76 (s,OCH3), 4.10 (d, J=4Hz, H6), 5.30 (q, J=4, 9.5 Hz, H7), 9.03 (d, J=9.5 Hz,NH); νmax (KBr) 3575, 3270, 2240, 1750, 1630, 1595, 1540 cm-1.","CCOCC","",""
